1992	The Last of His Tribe	Paul Pendergast	6.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/the_last_of_his_tribe_1992
1993	Mutant Action	Carlos Alonso	6.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/mutant_action_1993
1993	Heaven & Earth	Carlos Alonso	5.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/heaven_&_earth_1993
1993	Hocus Pocus	Carlos Alonso	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/hocus_pocus_1993
1994	Joan the Maid 2: The Prisons	Luisa Molina	7.5	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/joan_the_maid_2:_the_prisons_1994
1993	Nowhere to Run	Carlos Alonso	4.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/nowhere_to_run_1993
1994	Blue Chips	Luisa Molina	6.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/blue_chips_1994
1994	Crooklyn	Luisa Molina	6.4	Gran película, muy recomendable	https.//foro_pelis.es/luisam/luisa_molina/crooklyn_1994
1994	The Santa Clause	Luisa Molina	5.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_santa_clause_1994
1995	Amanda & the Alien	Fermín Álvarez	4.0	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/amanda_&_the_alien_1995
1995	The City of Lost Children	Fermín Álvarez	6.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/the_city_of_lost_children_1995
1995	High Risk	Fermín Álvarez	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/high_risk_1995
1996	The Stunt Woman	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_stunt_woman_1996
1996	The Daytrippers	Phill Freeman	7.2	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/the_daytrippers_1996
1996	Gray's Anatomy	Phill Freeman	7.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/gray's_anatomy_1996
1996	The Great White Hype	Phill Freeman	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_great_white_hype_1996
1997	Rose Hill	Claire Johnson	7.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/rose_hill_1997
1997	The Assignment	Claire Johnson	6.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_assignment_1997
1997	Life Is Beautiful	Claire Johnson	8.2	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/claire_johnson/life_is_beautiful_1997
1997	The Game	Claire Johnson	8.0	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/the_game_1997
1997	Gone Fishin'	Claire Johnson	5.2	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/gone_fishin'_1997
1998	Smoke Signals	Phill Freeman	7.4	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/smoke_signals_1998
1997	Turbulence	Claire Johnson	5.8	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/turbulence_1997
1999	Eyes Wide Shut	Luisa Molina	8.0	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/eyes_wide_shut_1999
1999	From Dusk Till Dawn 3: The Hangman's Daughter	Luisa Molina	3.9	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/from_dusk_till_dawn_3:_the_hangman's_daughter_1999
1988	Twister's Revenge!	Fermín Álvarez	1.9	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/twister's_revenge!_1988
1999	Mystery, Alaska	Luisa Molina	5.8	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/mystery,_alaska_1999
1998	The Stalker's Apprentice	Phill Freeman	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_stalker's_apprentice_1998
1998	When He Didn't Come Home	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/when_he_didn't_come_home_1998
1973	When Love Is Lust	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/when_love_is_lust_1973
1998	Pocahontas 2: Journey to a New World (1998) (V)	Phill Freeman	4.5	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/pocahontas_2:_journey_to_a_new_world_(1998)_(v)_1998
1998	The Echo of Thunder	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_echo_of_thunder_1998
1998	The Idiots	Phill Freeman	7.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_idiots_1998
2000	Mad About Mambo	Oscar Gutiérrez	5.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/mad_about_mambo_2000
1999	Hot Wax Zombies on Wheels	Luisa Molina	3.6	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/hot_wax_zombies_on_wheels_1999
1999	The Trench	Luisa Molina	5.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_trench_1999
1999	Chill Factor	Luisa Molina	4.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/chill_factor_1999
1976	Le jardin des supplices	Phill Freeman	4.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/le_jardin_des_supplices_1976
1989	The Masque of the Red Death	Luisa Molina	4.2	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/the_masque_of_the_red_death_1989
1967	Inflatable Sex Doll of the Wastelands	Carlos Alonso	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/inflatable_sex_doll_of_the_wastelands_1967
1979	Hell	Luisa Molina	6.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/hell_1979
1999	The Magical Legend of the Leprechauns	Luisa Molina	6.3	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/the_magical_legend_of_the_leprechauns_1999
1981	Ji lian gou xian nai	Fermín Álvarez	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/ji_lian_gou_xian_nai_1981
2000	The List	Oscar Gutiérrez	3.9	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/the_list_2000
1984	Desperate Teenage Lovedolls	Luisa Molina	6.4	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/desperate_teenage_lovedolls_1984
1974	Wife to Be Sacrificed	Fermín Álvarez	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/wife_to_be_sacrificed_1974
2001	The Profession of Arms	Phill Freeman	7.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_profession_of_arms_2001
2000	The Last Musketeer	Oscar Gutiérrez	5.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_last_musketeer_2000
2000	In Absentia	Oscar Gutiérrez	7.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/in_absentia_2000
2002	City by the Sea	Paul Pendergast	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/city_by_the_sea_2002
1992	The Room	Paul Pendergast	6.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_room_1992
2002	Miranda	Paul Pendergast	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/miranda_2002
2003	Carolina	Phill Freeman	6.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/carolina_2003
2003	A Guy Thing	Phill Freeman	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/a_guy_thing_2003
2005	Because of Winn-Dixie	Oscar Gutiérrez	7.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/because_of_winn-dixie_2005
2004	Laws of Attraction	Luisa Molina	6.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/laws_of_attraction_2004
2003	The Last Cowboy	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_last_cowboy_2003
2003	Paycheck	Phill Freeman	7.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/paycheck_2003
2005	School of Life	Oscar Gutiérrez	6.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/school_of_life_2005
1996	Madam Q	Phill Freeman	3.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/madam_q_1996
2004	Mickey, Donald, Goofy: The Three Musketeers	Luisa Molina	6.7	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/mickey,_donald,_goofy:_the_three_musketeers_2004
2004	The Undeserved	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_undeserved_2004
2006	Tycoon's Interpreter	Carlos Alonso	7.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/tycoon's_interpreter_2006
2008	The Express	Phill Freeman	6.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_express_2008
2016	Silence	Fermín Álvarez	6.8	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/silence_2016
2006	The Shopaholics	Carlos Alonso	4.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_shopaholics_2006
2006	Attack Force	Carlos Alonso	2.0	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/attack_force_2006
2007	Sex and Death 101	Claire Johnson	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/sex_and_death_101_2007
2007	Stuck	Claire Johnson	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/stuck_2007
2013	R.I.P.D.	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/r.i.p.d._2013
2007	Frontier(s)	Claire Johnson	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/frontier(s)_2007
1991	Lupin the 3rd: Napoleon's Dictionary	Phill Freeman	6.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/lupin_the_3rd:_napoleon's_dictionary_1991
2006	This Filthy World	Carlos Alonso	8.6	Un buen documental	https.//palomitas.com/películas/carlos_alonso/this_filthy_world_2006
2007	Son of Rambow	Claire Johnson	6.3	Gran película, muy recomendable	https.//forummovies.org/reviews/claire_johnson/son_of_rambow_2007
2007	Arranged	Claire Johnson	7.1	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/claire_johnson/arranged_2007
2009	Evoscarion: 2.0 You Can (Not) Advance	Fermín Álvarez	7.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/evoscarion:_2.0_you_can_(not)_advance_2009
2008	Untraceable	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/untraceable_2008
2010	Letters to Juliet	Oscar Gutiérrez	6.5	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/letters_to_juliet_2010
2009	Love Happens	Fermín Álvarez	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/love_happens_2009
2007	Battlestar Galactica: Razor	Claire Johnson	6.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/battlestar_galactica:_razor_2007
2019	Snatchers	Carlos Alonso	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/snatchers_2019
2019	Nadhoo Khan	Carlos Alonso	4.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/nadhoo_khan_2019
2020	Bruh.mp4	Oscar Gutiérrez	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/bruh.mp4_2020
2020	Ghost Stories	Oscar Gutiérrez	4.5	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/ghost_stories_2020
2018	Cute Devil	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/cute_devil_2018
2019	Arctic Apocalypse	Carlos Alonso	2.2	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/arctic_apocalypse_2019
2020	Executive Order	Oscar Gutiérrez	7.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/executive_order_2020
2022	The Nan Movie	Paul Pendergast	4.6	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/the_nan_movie_2022
2008	The Wave	Phill Freeman	7.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_wave_2008
2019	The Legend of Hei	Carlos Alonso	8.0	Película entretenida para pasar el rato	https.//palomitas.com/películas/carlos_alonso/the_legend_of_hei_2019
2021	Calm Like a Bomb	Phill Freeman	3.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/calm_like_a_bomb_2021
2011	Mardi Gras: Spring Break	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/mardi_gras:_spring_break_2011
2019	Dads	Carlos Alonso	6.5	Un buen documental	https.//palomitas.com/películas/carlos_alonso/dads_2019
2019	Birders	Carlos Alonso	5.7	Un buen documental	https.//palomitas.com/películas/carlos_alonso/birders_2019
2011	The Ides of March	Phill Freeman	6.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_ides_of_march_2011
2010	Mission London	Oscar Gutiérrez	6.5	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/mission_london_2010
2020	The Painter and the Thief	Oscar Gutiérrez	7.5	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/the_painter_and_the_thief_2020
2020	Mookuthi Amman	Oscar Gutiérrez	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/mookuthi_amman_2020
2021	Billie Eilish: The World's a Little Blurry	Phill Freeman	8.4	Un buen documental	https.//forummovies.org/reviews/phill_freeman/billie_eilish:_the_world's_a_little_blurry_2021
2008	Nightmare at the End of the Hall	Phill Freeman	3.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/nightmare_at_the_end_of_the_hall_2008
2019	The Intern - A Summer of Lust	Carlos Alonso	5.0	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_intern_-_a_summer_of_lust_2019
2021	One for the Road	Phill Freeman	8.0	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/one_for_the_road_2021
2021	The Deep House	Phill Freeman	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_deep_house_2021
2020	Asylum: Twisted Horror and Fantasy Tales	Oscar Gutiérrez	4.3	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/asylum:_twisted_horror_and_fantasy_tales_2020
2008	Revanche	Phill Freeman	6.7	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/revanche_2008
2020	Los Hijos de San Luis	Oscar Gutiérrez	3.6	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/los_hijos_de_san_luis_2020
1980	Equation to an Unknown	Carlos Alonso	7.4	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/equation_to_an_unknown_1980
2021	Moneyboys	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/moneyboys_2021
2010	Mr. Nice	Oscar Gutiérrez	7.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/mr._nice_2010
2010	Peacock	Oscar Gutiérrez	6.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/peacock_2010
2020	All In: The Family	Oscar Gutiérrez	3.9	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/all_in:_the_family_2020
2008	Camino	Phill Freeman	7.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/camino_2008
2019	Silent Rain	Carlos Alonso	7.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/silent_rain_2019
2021	After Masks	Phill Freeman	3.5	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/after_masks_2021
2011	Zookeeper	Phill Freeman	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/zookeeper_2011
2011	Bert Stern: Original Madman	Phill Freeman	7.5	Un buen documental	https.//forummovies.org/reviews/phill_freeman/bert_stern:_original_madman_2011
2011	Sidewalls	Phill Freeman	6.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/sidewalls_2011
2009	Mystery Team	Fermín Álvarez	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/mystery_team_2009
2021	Isolation	Phill Freeman	4.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/isolation_2021
0	Super Monsters Super Monsters : The New Class	Fermín Álvarez	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/super_monsters_super_monsters_:_the_new_class_0
2021	Legend of Fall Creek	Phill Freeman	4.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/legend_of_fall_creek_2021
2020	Trump 2024: The World After Trump	Oscar Gutiérrez	2.4	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/trump_2024:_the_world_after_trump_2020
2020	Chuck Lawson and the Night of the Invaders	Oscar Gutiérrez	4.1	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/chuck_lawson_and_the_night_of_the_invaders_2020
2020	The Old Ways	Oscar Gutiérrez	5.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_old_ways_2020
2020	Sarah Cooper: Everything's Fine	Oscar Gutiérrez	5.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/sarah_cooper:_everything's_fine_2020
2020	My Next Challenge	Oscar Gutiérrez	8.4	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/my_next_challenge_2020
2020	Finding Jesus	Oscar Gutiérrez	1.2	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/finding_jesus_2020
2009	Messengers 2: The Scarecrow	Fermín Álvarez	5.4	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/messengers_2:_the_scarecrow_2009
2008	Set Off	Phill Freeman	6.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/set_off_2008
2021	Cuatro paredes	Phill Freeman	5.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/cuatro_paredes_2021
2021	Buckskin	Phill Freeman	2.6	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/buckskin_2021
2020	First Christmas	Oscar Gutiérrez	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/first_christmas_2020
2021	The Evil Twin	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_evil_twin_2021
2020	In Search of Darkness: Part II	Oscar Gutiérrez	7.5	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/in_search_of_darkness:_part_ii_2020
2010	The Twilight Saga: Eclipse	Oscar Gutiérrez	4.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_twilight_saga:_eclipse_2010
1967	Improvisiert und zielbewusst	Carlos Alonso	7.2	Un buen documental	https.//palomitas.com/películas/carlos_alonso/improvisiert_und_zielbewusst_1967
2020	Macho: The Hector Camacho Story	Oscar Gutiérrez	6.8	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/macho:_the_hector_camacho_story_2020
2010	Fortress of War	Oscar Gutiérrez	6.7	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/fortress_of_war_2010
2021	Danny Boy	Phill Freeman	6.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/danny_boy_2021
2021	Taking a Shot at Love	Phill Freeman	8.1	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/taking_a_shot_at_love_2021
2021	Firstness	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/firstness_2021
2021	Civil War (or, Who Do We Think We Are)	Phill Freeman	8.1	Un buen documental	https.//forummovies.org/reviews/phill_freeman/civil_war_(or,_who_do_we_think_we_are)_2021
2014	This Is Where I Leave You	Luisa Molina	6.4	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/this_is_where_i_leave_you_2014
2021	Extremely Analytical	Phill Freeman	3.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/extremely_analytical_2021
2021	Pick A Side	Phill Freeman	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/pick_a_side_2021
2021	Reach for the Rings	Phill Freeman	6.1	Un buen documental	https.//forummovies.org/reviews/phill_freeman/reach_for_the_rings_2021
2011	A Lonely Place to Die	Phill Freeman	6.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/a_lonely_place_to_die_2011
2022	Look Both Ways	Paul Pendergast	5.9	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/look_both_ways_2022
2010	Le mac	Oscar Gutiérrez	5.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/le_mac_2010
2021	Blue	Phill Freeman	6.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/blue_2021
2010	MacGruber	Oscar Gutiérrez	5.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/macgruber_2010
2010	You Lucky Dog	Oscar Gutiérrez	5.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/you_lucky_dog_2010
2010	Meek's Cutoff	Oscar Gutiérrez	5.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/meek's_cutoff_2010
2012	Tortoise in Love	Paul Pendergast	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/tortoise_in_love_2012
2010	Route Irish	Oscar Gutiérrez	6.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/route_irish_2010
2021	Star-Crossed: The Film	Phill Freeman	6.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/star-crossed:_the_film_2021
2021	One December Night	Phill Freeman	7.5	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/one_december_night_2021
2010	Villain	Oscar Gutiérrez	6.9	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/villain_2010
2022	Caught in His Web	Paul Pendergast	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/caught_in_his_web_2022
2010	Head Over Heels	Oscar Gutiérrez	5.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/head_over_heels_2010
2012	American Maniacs	Paul Pendergast	3.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/american_maniacs_2012
2011	Young Adult	Phill Freeman	5.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/young_adult_2011
2010	Cave of Forgotten Dreams	Oscar Gutiérrez	6.5	Un buen documental	https.//palomitas.com/películas/oscar_gutiérrez/cave_of_forgotten_dreams_2010
2014	Ace Wonder: Message from a Dead Man	Luisa Molina	4.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/ace_wonder:_message_from_a_dead_man_2014
2010	Te presento a Laura	Oscar Gutiérrez	5.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/te_presento_a_laura_2010
2021	Hot Water	Phill Freeman	5.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/hot_water_2021
2013	Deadly Code	Phill Freeman	6.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/deadly_code_2013
2015	Eisenstein in Guanajuato	Oscar Gutiérrez	5.9	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/eisenstein_in_guanajuato_2015
2011	The Devil's Rock	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_devil's_rock_2011
2011	3 Times a Charm	Phill Freeman	4.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/3_times_a_charm_2011
2017	Unlocked	Claire Johnson	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/unlocked_2017
2011	Breakaway	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/breakaway_2011
2011	Fixing Pete	Phill Freeman	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/fixing_pete_2011
2013	CBGB	Phill Freeman	5.7	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/cbgb_2013
2012	Treasure Buddies	Paul Pendergast	4.0	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/treasure_buddies_2012
2013	The Congress	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_congress_2013
2012	Why Stop Now?	Paul Pendergast	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/why_stop_now?_2012
2013	Rapture-Palooza	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/rapture-palooza_2013
2019	Zeroville	Carlos Alonso	4.2	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/zeroville_2019
2013	Redemption	Phill Freeman	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/redemption_2013
2011	Miss Bala	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/miss_bala_2011
2011	La cebra	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/la_cebra_2011
2022	Spring Awakening: Those You've Known	Paul Pendergast	7.8	Un buen documental	https.//forummovies.org/reviews/paul_pendergast/spring_awakening:_those_you've_known_2022
2022	Zombae	Paul Pendergast	3.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/zombae_2022
2015	Anegan	Oscar Gutiérrez	6.3	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/anegan_2015
2014	Disciples	Luisa Molina	2.9	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/disciples_2014
2011	From the Basement Radiohead	Phill Freeman	8.5	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/from_the_basement_radiohead_2011
2013	Playdate	Phill Freeman	4.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/playdate_2013
2015	Hell and Back	Oscar Gutiérrez	4.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/hell_and_back_2015
